fighter,weight_class,n_fights,avg_SIG_STR_pct,avg_SIG_STR_landed,avg_TD_pct,avg_TD_landed,avg_SUB_ATT,ko_finish_rate,cluster_id,style
Aaron Phillips,Bantamweight,3,0.53,1.51,0.5,0.86,0.6,0.0,2,Well-Rounded
Aaron Riley,Lightweight,3,0.369,36.0,0.284,1.0,0.125,0.0,0,Volume Striker
Abdul Razak Alhassan,Middleweight,6,0.49,3.64,0.33,0.84,0.2,1.0,4,Pressure Striker
Abel Trujillo,Lightweight,10,0.372,24.4,0.543,1.4,0.3,0.5,2,Well-Rounded
Abu Azaitar,Middleweight,3,0.43,4.38,0.37,1.0,0.0,0.0,2,Well-Rounded
Abubakar Nurmagomedov,Welterweight,4,0.53,2.78,0.22,1.25,0.0,0.0,2,Well-Rounded
Abus Magomedov,Middleweight,7,0.49,3.07,0.59,2.61,0.4,0.25,3,Wrestler/Grappler
Adam Fugitt,Welterweight,6,0.46,4.88,0.22,1.63,0.0,0.5,4,Pressure Striker
Adam Wieczorek,Heavyweight,3,0.46,27.5,0.0,0.0,0.5,0.0,0,Volume Striker
Adrian Yanez,Bantamweight,10,0.41,5.96,0.0,0.0,0.0,0.8571428571428571,4,Pressure Striker
Adriano Martins,Lightweight,7,0.443,14.5,0.292,0.6667,0.1667,0.5,4,Pressure Striker
Aiemann Zahabi,Bantamweight,9,0.47,4.54,0.14,0.12,0.0,0.2857142857142857,2,Well-Rounded
Ailin Perez,Women's Bantamweight,6,0.56,2.88,0.49,4.9,0.2,0.0,3,Wrestler/Grappler
Aisling Daly,Women's Strawweight,3,0.51,21.5,0.45,1.5,1.0,0.0,1,Submission Grappler
Aj Dobson,Middleweight,4,0.46,4.29,0.75,1.67,0.3,0.0,2,Well-Rounded
Aj Fletcher,Welterweight,4,0.49,3.36,0.35,1.54,0.9,0.5,2,Well-Rounded
Akbarh Arreola,Lightweight,4,0.44,25.3333,0.667,1.0,0.3333,0.0,2,Well-Rounded
Akira Corassani,Featherweight,6,0.452,25.8,0.066,0.4,0.0,0.0,0,Volume Striker
Al Iaquinta,Lightweight,15,0.4,4.06,0.18,0.63,0.2,0.4444444444444444,2,Well-Rounded
Alan Baudot,Heavyweight,4,0.58,5.36,0.0,0.0,0.0,0.0,2,Well-Rounded
Alan Belcher,Middleweight,5,0.411,24.5,0.189,0.2857,0.5714,0.4444444444444444,0,Volume Striker
Alan Jouban,Welterweight,13,0.5,4.85,0.5,0.59,0.0,0.5714285714285714,4,Pressure Striker
Alan Patrick,Lightweight,9,0.4,1.82,0.33,3.01,0.3,0.2,2,Well-Rounded
Alatengheili,Bantamweight,5,0.32,2.82,0.43,1.74,0.0,0.2,2,Well-Rounded
Albert Duraev,Middleweight,4,0.4,2.99,0.29,1.97,0.6,0.0,2,Well-Rounded
Albert Morales,Bantamweight,5,0.326,51.8,0.166,0.4,0.0,0.0,0,Volume Striker
Albert Tumenov,Welterweight,8,0.414,35.2857,0.143,0.1429,0.0,0.6,0,Volume Striker
Alberto Mina,Welterweight,4,0.467,39.6667,0.377,1.3333,0.0,0.6666666666666666,0,Volume Striker
Aleksa Camur,Light Heavyweight,4,0.57,4.73,0.22,0.46,0.0,0.5,4,Pressure Striker
Aleksandar Rakic,Light Heavyweight,11,0.5,4.13,0.21,0.64,0.1,0.3333333333333333,2,Well-Rounded
Aleksei Kunchenko,Welterweight,4,0.42,3.62,0.33,0.33,0.0,0.0,2,Well-Rounded
Aleksei Oleinik,Heavyweight,17,0.48,3.29,0.46,1.82,1.9,0.1111111111111111,1,Submission Grappler
Alen Amedovski,Middleweight,4,0.3,0.99,0.0,0.0,0.0,0.0,2,Well-Rounded
Alessandro Costa,Flyweight,6,0.4472,11.7651,0.2444,0.7994,0.4337,0.75,4,Pressure Striker
Alessio Di Chirico,Middleweight,11,0.39,3.32,0.39,1.46,0.0,0.5,2,Well-Rounded
Alessio Sakara,Middleweight,5,0.469,19.9286,0.107,0.7143,0.0,0.6666666666666666,4,Pressure Striker
Alex Caceres,Featherweight,20,0.49,4.21,0.68,0.54,0.7,0.125,2,Well-Rounded
Alex Chambers,Women's Strawweight,5,0.618,32.75,0.493,1.75,0.75,0.0,3,Wrestler/Grappler
Alex Da Silva,Lightweight,4,0.46,2.14,0.43,1.97,0.3,0.0,2,Well-Rounded
Alex Garcia,Welterweight,10,0.32,20.5556,0.466,3.1111,0.1111,0.4,2,Well-Rounded
Alex Morono,Welterweight,22,0.39,4.9,0.24,0.32,0.3,0.15384615384615385,2,Well-Rounded
Alex Nicholson,Middleweight,3,0.447,38.6667,0.0,0.0,0.0,1.0,4,Pressure Striker
Alex Oliveira,Welterweight,18,0.51,2.99,0.38,2.35,0.6,0.36363636363636365,3,Wrestler/Grappler
Alex Pereira,Light Heavyweight,7,0.62,5.16,0.5,0.11,0.2,0.7777777777777778,4,Pressure Striker
Alex Perez,Flyweight,12,0.46,4.41,0.48,2.21,0.7,0.375,3,Wrestler/Grappler
Alex White,Lightweight,6,0.42,3.76,0.28,0.92,0.5,0.5,2,Well-Rounded
Alexa Grasso,Women's Flyweight,8,0.41,4.11,0.35,0.4,0.7,0.0,2,Well-Rounded
Alexander Gustafsson,Light Heavyweight,16,0.4,4.03,0.39,1.53,0.4,0.5,2,Well-Rounded
Alexander Hernandez,Lightweight,15,0.3968,7.8246,0.3388,1.0523,0.0923,0.4444444444444444,2,Well-Rounded
Alexander Volkanovski,Featherweight,14,0.57,5.99,0.34,1.63,0.2,0.35714285714285715,2,Well-Rounded
Alexander Volkov,Heavyweight,17,0.57,4.78,0.66,0.57,0.2,0.5,4,Pressure Striker
Alexander Yakovlev,Lightweight,4,0.47,1.79,0.33,1.56,0.2,0.3333333333333333,2,Well-Rounded
Alexandr Romanov,Heavyweight,10,0.51,3.78,0.55,4.49,0.9,0.16666666666666666,3,Wrestler/Grappler
Alexandra Albu,Women's Strawweight,4,0.47,4.83,0.5,2.27,0.4,0.0,2,Well-Rounded
Alexandre Pantoja,Flyweight,18,0.5,4.38,0.47,2.79,1.0,0.14285714285714285,3,Wrestler/Grappler
Alexia Thainara,Women's Strawweight,3,0.43,4.62,0.57,4.54,1.8,0.0,3,Wrestler/Grappler
Alexis Davis,Women's Bantamweight,10,0.49,4.63,0.44,0.95,0.7,0.1111111111111111,2,Well-Rounded
Ali Bagautinov,Flyweight,7,0.437,47.8333,0.355,2.8333,0.3333,0.25,0,Volume Striker
Alice Ardelean,Women's Strawweight,4,0.45,7.35,0.44,1.0,0.0,0.0,2,Well-Rounded
Alistair Overeem,Heavyweight,20,0.64,3.71,0.56,1.44,0.8,0.6060606060606061,4,Pressure Striker
Aljamain Sterling,Featherweight,3,0.5199,6.2308,0.3112,2.5385,0.6,0.11764705882352941,3,Wrestler/Grappler
Allen Crowder,Heavyweight,3,0.51,2.95,0.33,1.85,1.2,0.0,1,Submission Grappler
Alonzo Menifield,Light Heavyweight,16,0.53,3.77,0.31,0.5,0.2,0.5,4,Pressure Striker
Alptekin Ozkilic,Flyweight,4,0.307,58.3333,0.63,4.3333,0.0,0.0,0,Volume Striker
Amanda Cooper,Women's Strawweight,6,0.36,24.6,0.198,0.6,0.8,0.5,0,Volume Striker
Amanda Lemos,Women's Strawweight,14,0.55,2.75,0.64,1.02,0.7,0.3333333333333333,2,Well-Rounded
Amanda Nunes,Women's Bantamweight,15,0.51,4.55,0.54,2.73,0.7,0.5,3,Wrestler/Grappler
Amanda Ribas,Women's Strawweight,8,0.39,4.26,0.52,2.05,0.6,0.14285714285714285,2,Well-Rounded
Amir Albazi,Flyweight,7,0.33,2.47,0.25,1.18,0.4,0.2,2,Well-Rounded
Amir Sadollah,Welterweight,7,0.421,57.9,0.233,0.5,0.3,0.16666666666666666,0,Volume Striker
Anderson Dos Santos,Bantamweight,3,0.25,2.7,0.14,0.98,0.7,0.0,2,Well-Rounded
Anderson Silva,Middleweight,12,0.62,3.04,0.77,0.52,0.8,0.6451612903225806,4,Pressure Striker
Andre Fialho,Welterweight,7,0.41,3.3,1.0,0.25,0.0,1.0,4,Pressure Striker
Andre Fili,Featherweight,25,0.37,3.88,0.46,2.32,0.2,0.3076923076923077,2,Well-Rounded
Andre Lima,Flyweight,4,0.6,4.06,0.75,1.36,1.1,0.0,3,Wrestler/Grappler
Andre Muniz,Middleweight,10,0.48,2.08,0.48,3.98,1.1,0.0,3,Wrestler/Grappler
Andre Petroski,Middleweight,12,0.49,2.81,0.51,3.15,1.3,0.125,3,Wrestler/Grappler
Andre Soukhamthath,Bantamweight,7,0.44,2.77,0.53,1.25,0.2,0.5,2,Well-Rounded
Andre Winner,Lightweight,4,0.438,30.8,0.0,0.0,0.0,0.5,0,Volume Striker
Andrea Lee,Women's Flyweight,14,0.45,4.62,0.52,1.65,0.6,0.2,2,Well-Rounded
Andrei Arlovski,Heavyweight,27,0.45,3.82,0.35,0.37,0.2,0.44,2,Well-Rounded
Andrew Holbrook,Lightweight,5,0.543,14.0,0.25,0.5,1.25,0.0,1,Submission Grappler
Andrew Sanchez,Middleweight,9,0.43,4.3,0.36,2.55,0.0,0.2,2,Well-Rounded
Andrey Pulyaev,Middleweight,3,0.56,3.84,0.16,0.29,0.0,0.5,4,Pressure Striker
Andy Enz,Middleweight,3,0.24,55.5,0.0,0.0,0.0,0.0,0,Volume Striker
Andy Ogle,Featherweight,6,0.45,32.6,0.424,1.4,0.0,0.0,0,Volume Striker
Ange Loosa,Welterweight,5,0.46,5.46,0.39,2.53,0.2,0.0,2,Well-Rounded
Angela Hill,Women's Strawweight,28,0.5,5.37,0.3,0.75,0.1,0.15384615384615385,2,Well-Rounded
Angela Magana,Women's Strawweight,3,0.29,22.5,0.5,0.5,0.5,0.0,2,Well-Rounded
Anshul Jubli,Lightweight,3,0.46,6.42,0.18,0.81,0.4,0.5,4,Pressure Striker
Ante Delija,Heavyweight,3,0.38,4.28,0.0,0.0,0.0,1.0,4,Pressure Striker
Anthony Birchak,Bantamweight,6,0.36,3.93,0.14,0.48,0.5,0.5,2,Well-Rounded
Anthony Hamilton,Heavyweight,10,0.439,23.7778,0.231,1.0,0.0,0.6666666666666666,4,Pressure Striker
Anthony Hernandez,Middleweight,12,0.6,4.57,0.48,5.88,1.6,0.2222222222222222,3,Wrestler/Grappler
Anthony Johnson,Light Heavyweight,8,0.506,19.9444,0.271,1.0,0.2778,0.8461538461538461,4,Pressure Striker
Anthony Njokuani,Lightweight,8,0.439,55.2857,0.237,0.4286,0.1429,0.3333333333333333,0,Volume Striker
Anthony Perosh,Light Heavyweight,9,0.444,13.1818,0.168,0.8182,0.4545,0.4,2,Well-Rounded
Anthony Pettis,Welterweight,4,0.47,3.05,0.5,0.61,1.1,0.0,1,Submission Grappler
Anthony Rocco Martin,Welterweight,5,0.36,2.7,0.25,0.68,1.1,0.1111111111111111,1,Submission Grappler
Anthony Smith,Light Heavyweight,18,0.49,3.19,0.22,0.44,0.6,0.4666666666666667,4,Pressure Striker
Anton Kuivanen,Lightweight,3,0.435,33.5,0.5,1.5,0.5,0.0,0,Volume Striker
Anton Turkalj,Light Heavyweight,3,0.42,2.45,0.41,4.98,0.0,0.0,3,Wrestler/Grappler
Antonina Shevchenko,Women's Flyweight,8,0.55,3.86,0.42,0.43,0.4,0.5,4,Pressure Striker
Antonio Braga Neto,Middleweight,3,0.45,11.0,0.35,2.0,0.5,0.0,2,Well-Rounded
Antonio Carlos Junior,Middleweight,9,0.44,1.91,0.44,3.7,0.9,0.0,3,Wrestler/Grappler
Antonio Carvalho,Featherweight,4,0.33,31.6667,0.0,0.0,0.0,0.5,0,Volume Striker
Antonio Silva,Heavyweight,10,0.441,16.7,0.0,0.0,0.0,1.0,4,Pressure Striker
Antonio Trocoli,Middleweight,4,0.47,1.27,0.09,0.88,0.4,0.0,2,Well-Rounded
Aoriqileng,Bantamweight,6,0.49,4.69,0.46,1.2,0.0,0.3333333333333333,2,Well-Rounded
Ariane Carnelossi,Women's Strawweight,6,0.38,2.63,0.5,1.08,0.2,0.3333333333333333,2,Well-Rounded
Ariane Da Silva,Women's Flyweight,6,0.41,4.05,0.38,0.47,0.3,0.0,2,Well-Rounded
Arjan Bhullar,Heavyweight,4,0.51,26.6667,0.72,1.3333,0.0,0.0,2,Well-Rounded
Arman Tsarukyan,Lightweight,11,0.5,3.85,0.37,3.26,0.1,0.4444444444444444,3,Wrestler/Grappler
Armen Petrosyan,Middleweight,7,0.53,5.84,0.33,0.17,0.0,0.25,2,Well-Rounded
Arnold Allen,Featherweight,14,0.42,3.47,0.47,0.86,0.3,0.18181818181818182,2,Well-Rounded
Artem Lobov,Featherweight,6,0.377,56.3333,0.208,0.5,0.0,0.0,0,Volume Striker
Ashlee Evans-Smith,Women's Bantamweight,7,0.34,4.03,0.22,0.95,0.0,0.3333333333333333,2,Well-Rounded
Ashley Yoder,Women's Strawweight,11,0.39,3.42,0.27,1.09,0.6,0.0,2,Well-Rounded
Askar Askarov,Flyweight,4,0.54,3.05,0.24,2.6,0.4,0.0,2,Well-Rounded
Aspen Ladd,Women's Bantamweight,6,0.47,3.78,0.47,1.56,0.6,0.75,4,Pressure Striker
Asu Almabayev,Flyweight,7,0.5,2.31,0.42,4.46,1.5,0.0,3,Wrestler/Grappler
Ateba Gautier,Middleweight,4,0.48,4.44,1.0,0.49,0.0,1.0,4,Pressure Striker
Augusto Montano,Welterweight,3,0.475,25.5,0.0,0.0,0.0,1.0,4,Pressure Striker
Augusto Sakai,Heavyweight,9,0.49,4.6,0.4,0.23,0.0,0.6,4,Pressure Striker
Austin Arnett,Featherweight,4,0.437,43.0,0.387,0.6667,0.0,0.0,0,Volume Striker
Austin Hubbard,Lightweight,12,0.42,3.97,0.28,1.63,0.1,0.25,2,Well-Rounded
Austin Lingo,Featherweight,5,0.37,3.86,0.66,0.43,0.0,0.0,2,Well-Rounded
Azamat Bekoev,Middleweight,4,0.5029,46.5117,0.4333,3.194,0.0,0.6666666666666666,0,Volume Striker
Azamat Murzakanov,Light Heavyweight,7,0.558,10.6764,0.2,0.6644,0.1964,0.8571428571428571,4,Pressure Striker
Azat Maksum,Flyweight,4,0.27,2.75,0.31,3.5,0.2,0.0,2,Well-Rounded
Bart Palaszewski,Featherweight,4,0.297,26.6667,0.0,0.0,1.0,1.0,4,Pressure Striker
Bartosz Fabinski,Middleweight,3,0.68,2.23,0.7,7.1,0.0,0.0,3,Wrestler/Grappler
Bassil Hafez,Welterweight,3,0.38,3.71,0.24,2.21,0.0,0.0,2,Well-Rounded
Batgerel Danaa,Bantamweight,4,0.36,5.38,0.5,0.52,0.0,1.0,4,Pressure Striker
Bea Malecki,Women's Bantamweight,3,0.46,6.84,0.0,0.0,1.1,0.0,1,Submission Grappler
Bekzat Almakhan,Bantamweight,3,0.34,1.61,0.0,0.0,0.0,1.0,4,Pressure Striker
Belal Muhammad,Welterweight,20,0.43,4.43,0.36,2.14,0.1,0.13333333333333333,2,Well-Rounded
Ben Askren,Welterweight,3,0.49,3.64,0.55,4.33,0.9,0.0,3,Wrestler/Grappler
Ben Nguyen,Flyweight,7,0.452,28.5,0.167,0.1667,0.6667,0.25,0,Volume Striker
Ben Rothwell,Heavyweight,16,0.42,3.71,0.34,0.68,0.4,0.5625,4,Pressure Striker
Ben Saunders,Welterweight,14,0.502,25.1765,0.4,0.21,0.96,0.4444444444444444,4,Pressure Striker
Beneil Dariush,Lightweight,25,0.4837,3.9056,0.3808,2.1994,0.789,0.2222222222222222,2,Well-Rounded
Benito Lopez,Bantamweight,4,0.45,4.39,0.0,0.0,0.3,0.0,2,Well-Rounded
Benny Alloway,Welterweight,3,0.465,12.5,0.25,0.5,0.0,1.0,4,Pressure Striker
Benoit Saint Denis,Lightweight,11,0.58,5.62,0.35,4.19,1.8,0.5,3,Wrestler/Grappler
Bethe Correia,Women's Bantamweight,11,0.43,4.37,0.18,0.39,0.0,0.2,2,Well-Rounded
Bevon Lewis,Middleweight,4,0.45,4.05,0.0,0.0,0.0,0.6666666666666666,4,Pressure Striker
Bill Algeo,Featherweight,10,0.51,5.88,0.5,1.03,0.1,0.2,2,Well-Rounded
Billy Elekana,Light Heavyweight,4,0.56,2.71,0.22,0.85,0.8,0.0,2,Well-Rounded
Billy Quarantillo,Featherweight,10,0.56,7.36,0.23,1.24,1.1,0.5714285714285714,4,Pressure Striker
Billy Ray Goff,Welterweight,3,0.46,7.51,0.16,1.75,0.0,1.0,4,Pressure Striker
Bj Penn,Lightweight,4,0.528,35.9615,0.316,1.0,0.4615,0.5,0,Volume Striker
Blagoy Ivanov,Heavyweight,8,0.4,3.25,0.4,0.69,0.1,0.0,2,Well-Rounded
Blake Bilder,Featherweight,3,0.48,3.81,0.07,0.31,0.6,0.0,2,Well-Rounded
Blood Diamond,Welterweight,3,0.55,3.12,0.0,0.0,0.0,0.0,2,Well-Rounded
Bo Nickal,Middleweight,6,0.61,3.35,0.55,3.1,2.5,0.16666666666666666,1,Submission Grappler
Bobby Green,Lightweight,18,0.53,6.43,0.39,1.23,0.3,0.14285714285714285,2,Well-Rounded
Bobby Moffett,Featherweight,3,0.39,3.41,0.66,2.74,1.4,0.0,3,Wrestler/Grappler
Bobby Nash,Welterweight,3,0.375,32.0,0.325,1.5,1.0,0.0,0,Volume Striker
Bobby Voelker,Welterweight,4,0.317,51.3333,0.267,1.3333,0.0,0.0,0,Volume Striker
Bogdan Grad,Featherweight,3,0.51,4.06,0.4,4.22,0.0,0.5,3,Wrestler/Grappler
Bogdan Guskov,Light Heavyweight,6,0.55,4.57,0.0,0.0,0.7,0.75,4,Pressure Striker
Bojan Velickovic,Welterweight,4,0.338,34.2,0.19,0.6,0.4,0.5,0,Volume Striker
Bolaji Oki,Lightweight,5,0.45,6.42,0.57,1.02,0.0,0.3333333333333333,2,Well-Rounded
Brad Katona,Bantamweight,8,0.52,4.81,0.34,1.86,0.0,0.0,2,Well-Rounded
Brad Riddell,Lightweight,7,0.53,4.71,0.36,1.77,0.0,0.0,2,Well-Rounded
Brad Tavares,Middleweight,28,0.43,3.41,0.26,0.7,0.0,0.125,2,Well-Rounded
Brady Hiestand,Bantamweight,4,0.5,2.7,0.46,4.8,1.1,0.5,3,Wrestler/Grappler
Brando Pericic,Heavyweight,3,0.593,101.909,0.0,0.0,0.0,1.0,0,Volume Striker
Brandon Davis,Bantamweight,4,0.35,4.68,0.42,0.74,0.1,0.0,2,Well-Rounded
Brandon Moreno,Flyweight,18,0.44,3.84,0.39,1.36,0.4,0.2727272727272727,2,Well-Rounded
Brandon Royval,Flyweight,12,0.41,5.54,0.75,0.65,1.1,0.14285714285714285,1,Submission Grappler
Brandon Thatch,Welterweight,6,0.5,22.2,0.432,0.8,0.0,1.0,4,Pressure Striker
Brendan Allen,Middleweight,16,0.53,3.59,0.42,1.56,1.1,0.07142857142857142,1,Submission Grappler
Brendan Schaub,Heavyweight,10,0.465,22.2,0.232,1.1,0.2,0.5,4,Pressure Striker
Brendson Ribeiro,Light Heavyweight,7,0.4272,4.9821,0.36,0.8554,0.5703,0.3333333333333333,2,Well-Rounded
Brett Johns,Bantamweight,7,0.48,3.3,0.52,4.29,1.0,0.0,3,Wrestler/Grappler
Brian Bowles,Bantamweight,4,0.277,20.3333,0.667,0.6667,0.3333,0.0,2,Well-Rounded
Brian Camozzi,Welterweight,3,0.28,29.0,0.0,0.0,0.5,0.0,0,Volume Striker
Brian Ebersole,Welterweight,8,0.546,34.1429,0.189,1.4286,0.1429,0.2,0,Volume Striker
Brian Kelleher,Bantamweight,11,0.41,3.31,0.41,1.68,0.7,0.25,2,Well-Rounded
Brock Lesnar,Heavyweight,3,0.695,26.0,0.652,1.8333,0.3333,0.5,3,Wrestler/Grappler
Brogan Walker,Women's Flyweight,3,0.32,1.84,0.75,1.02,0.0,0.0,2,Well-Rounded
Bruna Brasil,Women's Strawweight,6,0.57,2.56,0.52,1.23,0.1,0.25,2,Well-Rounded
Brunno Ferreira,Middleweight,9,0.5,3.77,0.23,1.25,0.8,0.5714285714285714,4,Pressure Striker
Bruno Lopes,Light Heavyweight,3,0.43,2.88,0.21,1.93,0.0,0.5,2,Well-Rounded
Bruno Santos,Middleweight,3,0.495,18.5,0.37,2.5,0.5,0.0,3,Wrestler/Grappler
Bruno Silva,Flyweight,10,0.51,3.95,0.25,2.01,0.2,0.6,4,Pressure Striker
Bryan Battle,Welterweight,6,0.53,5.44,0.23,0.96,0.5,0.5,4,Pressure Striker
Bryan Caraway,Bantamweight,9,0.326,32.1111,0.356,2.1111,0.6667,0.0,0,Volume Striker
Bubba Mcdaniel,Middleweight,3,0.445,24.5,0.165,0.5,1.5,0.0,1,Submission Grappler
Cain Velasquez,Heavyweight,9,0.593,51.2857,0.433,2.4286,0.2143,0.8333333333333334,4,Pressure Striker
Caio Borralho,Middleweight,9,0.56,3.47,0.5,1.25,0.4,0.2222222222222222,2,Well-Rounded
Caio Magalhaes,Middleweight,7,0.485,17.1667,0.105,0.5,0.8333,0.5,4,Pressure Striker
Calvin Kattar,Featherweight,15,0.37,4.41,0.29,0.34,0.1,0.5714285714285714,4,Pressure Striker
Cam Rowston,Middleweight,3,0.4767,32.2875,0.4821,1.4375,0.3125,0.6666666666666666,4,Pressure Striker
Cameron Saaiman,Bantamweight,6,0.46,5.3,0.28,0.89,0.7,0.75,4,Pressure Striker
Cameron Smotherman,Bantamweight,3,0.37,4.07,0.0,0.0,0.0,0.0,2,Well-Rounded
Caolan Loughran,Bantamweight,4,0.42,4.73,0.34,3.0,0.0,0.0,2,Well-Rounded
Carla Esparza,Women's Strawweight,15,0.39,2.19,0.36,3.28,0.3,0.1,3,Wrestler/Grappler
Carli Judice,Women's Flyweight,4,0.5,9.32,0.25,0.52,0.0,1.0,4,Pressure Striker
Carlo Pedersoli,Welterweight,3,0.435,34.5,0.375,1.5,0.0,0.0,0,Volume Striker
Carlos Condit,Welterweight,17,0.39,3.66,0.46,0.59,1.0,0.42857142857142855,2,Well-Rounded
Carlos Eduardo Rocha,Welterweight,3,0.385,11.5,0.0,0.0,1.5,0.0,1,Submission Grappler
Carlos Felipe,Heavyweight,5,0.45,4.88,0.0,0.0,0.0,0.0,2,Well-Rounded
Carlos Hernandez,Flyweight,7,0.45,3.83,0.21,1.56,0.2,0.0,2,Well-Rounded
Carlos Leal,Welterweight,4,0.47,8.75,0.11,0.43,0.0,1.0,4,Pressure Striker
Carlos Prates,Welterweight,8,0.5486,21.8999,0.875,0.1765,0.0,1.0,4,Pressure Striker
Carlos Ulberg,Light Heavyweight,11,0.5584,10.3929,0.5455,0.5291,0.1924,0.5555555555555556,4,Pressure Striker
Carlston Harris,Welterweight,7,0.43,3.79,0.22,1.46,0.6,0.25,2,Well-Rounded
Casey Kenney,Bantamweight,6,0.42,4.85,0.35,1.09,0.4,0.0,2,Well-Rounded
Casey O'Neill,Women's Flyweight,8,0.52,7.89,0.34,1.4,0.7,0.4,2,Well-Rounded
Cathal Pendred,Welterweight,5,0.43,35.4,0.246,2.4,0.4,0.0,0,Volume Striker
Cb Dollaway,Middleweight,13,0.464,22.7368,0.421,1.9474,0.5263,0.18181818181818182,2,Well-Rounded
Cesar Almeida,Middleweight,5,0.58,3.46,0.0,0.0,0.2,0.5,4,Pressure Striker
Cezar Ferreira,Middleweight,14,0.42,1.9,0.53,2.69,0.5,0.0,3,Wrestler/Grappler
Chad Anheliger,Bantamweight,5,0.46,3.11,0.3,0.68,0.5,0.3333333333333333,2,Well-Rounded
Chad Laprise,Welterweight,5,0.442,44.6667,0.286,0.6667,0.0,0.5,0,Volume Striker
Chad Mendes,Featherweight,14,0.578,27.1538,0.261,1.8462,0.1538,0.6666666666666666,4,Pressure Striker
Chael Sonnen,Light Heavyweight,3,0.492,31.3077,0.472,2.8462,0.3077,0.0,3,Wrestler/Grappler
Chan Sung Jung,Featherweight,12,0.41,3.93,0.44,0.7,0.6,0.5714285714285714,2,Well-Rounded
Chance Rencountre,Welterweight,4,0.2,1.1,0.26,1.35,0.3,0.0,2,Well-Rounded
Changho Lee,Bantamweight,3,0.66,3.88,0.34,3.2,0.3,0.75,4,Pressure Striker
Charles Byrd,Middleweight,4,0.57,3.86,0.5,2.52,1.9,0.0,1,Submission Grappler
Charles Johnson,Flyweight,13,0.49,4.77,0.16,0.51,0.3,0.42857142857142855,4,Pressure Striker
Charles Jourdain,Bantamweight,3,0.4942,9.3229,0.2125,0.379,0.6488,0.2857142857142857,2,Well-Rounded
Charles Oliveira,Lightweight,24,0.55,3.23,0.39,2.29,2.6,0.16666666666666666,1,Submission Grappler
Charles Radtke,Welterweight,7,0.5351,8.5818,0.3833,2.0509,0.5091,0.5,4,Pressure Striker
Charles Rosa,Featherweight,11,0.36,3.08,0.35,1.67,1.0,0.0,1,Submission Grappler
Charlie Brenneman,Lightweight,3,0.488,12.5,0.309,2.1,0.0,0.0,2,Well-Rounded
Charlie Campbell,Lightweight,3,0.51,5.23,0.36,2.45,0.0,0.5,4,Pressure Striker
Chas Skelly,Featherweight,12,0.4,2.01,0.34,1.74,2.3,0.14285714285714285,1,Submission Grappler
Chase Hooper,Lightweight,7,0.49,4.5,0.32,2.43,2.1,0.2222222222222222,1,Submission Grappler
Chase Sherman,Heavyweight,15,0.45,6.04,0.5,0.09,0.0,0.75,4,Pressure Striker
Che Mills,Welterweight,3,0.475,8.5,0.0,0.0,0.0,1.0,4,Pressure Striker
Cheick Kongo,Heavyweight,6,0.575,33.5294,0.426,1.4118,0.1765,0.5454545454545454,4,Pressure Striker
Chelsea Chandler,Women's Bantamweight,3,0.45,3.55,0.6,0.87,0.0,0.5,2,Well-Rounded
Chepe Mariscal,Featherweight,5,0.55,4.14,0.39,2.34,0.2,0.2,3,Wrestler/Grappler
Chico Camus,Flyweight,3,0.461,34.1429,0.356,0.8571,0.4286,0.0,0,Volume Striker
Chidi Njokuani,Welterweight,5,0.61,5.16,0.0,0.0,0.1,0.6666666666666666,4,Pressure Striker
Chris Barnett,Heavyweight,6,0.47,3.36,0.0,0.0,0.0,1.0,4,Pressure Striker
Chris Beal,Bantamweight,3,0.358,37.5,0.438,1.75,0.25,0.5,0,Volume Striker
Chris Camozzi,Middleweight,19,0.487,43.8889,0.097,0.2222,0.3333,0.1111111111111111,0,Volume Striker
Chris Cariaso,Flyweight,9,0.418,46.1667,0.326,0.8333,0.5,0.14285714285714285,0,Volume Striker
Chris Clements,Welterweight,4,0.59,37.0,0.0,0.0,0.0,0.5,4,Pressure Striker
Chris Cope,Welterweight,3,0.185,33.5,0.0,0.0,0.0,0.0,0,Volume Striker
Chris De La Rocha,Heavyweight,4,0.323,26.6667,0.25,1.0,0.6667,1.0,4,Pressure Striker
Chris Duncan,Lightweight,8,0.4573,9.1417,0.3733,2.9649,0.6347,0.16666666666666666,3,Wrestler/Grappler
Chris Fishgold,Featherweight,4,0.31,2.53,0.5,4.55,1.5,0.0,3,Wrestler/Grappler
Chris Gruetzemacher,Lightweight,6,0.57,6.18,0.5,0.21,0.0,0.5,4,Pressure Striker
Chris Gutierrez,Bantamweight,11,0.57,4.4,0.3,0.3,0.1,0.3,2,Well-Rounded
Chris Kelades,Flyweight,4,0.453,34.6667,0.17,1.0,0.3333,0.0,0,Volume Striker
Chris Leben,Middleweight,8,0.455,26.7143,0.36,0.8095,0.4762,0.5833333333333334,4,Pressure Striker
Chris Lytle,Welterweight,4,0.438,36.3684,0.28,0.4737,1.5789,0.1111111111111111,1,Submission Grappler
Chris Padilla,Lightweight,5,0.5406,52.1867,0.2875,1.12,0.2667,0.3333333333333333,0,Volume Striker
Chris Wade,Lightweight,7,0.397,19.0,0.502,1.8333,0.6667,0.0,2,Well-Rounded
Christian Aguilera,Welterweight,3,0.37,2.54,0.0,0.0,0.0,1.0,4,Pressure Striker
